States,Years,Quarter,RegisteredUsers,Districts,AppOpens
odisha,2021,4,72717,boudh district,2992225
odisha,2021,4,93201,gajapati district,5454899
odisha,2021,4,244622,nayagarh district,10314176
odisha,2021,4,110406,nabarangpur district,6115274
odisha,2021,4,361439,kendrapara district,17130729
odisha,2021,4,962341,cuttack district,49421617
odisha,2022,1,199745,rayagada district,27904765
odisha,2022,1,224651,koraput district,39781670
odisha,2022,1,80251,malkangiri district,18234967
odisha,2022,1,337359,sambalpur district,22839033
odisha,2022,1,282939,kalahandi district,30504810
odisha,2022,1,416483,anugul district,17717957
odisha,2022,1,946066,ganjam district,35224808
odisha,2022,1,636291,jajapur district,13870670
odisha,2022,1,288188,bargarh district,21570405
odisha,2022,1,334288,dhenkanal district,18904610
odisha,2022,1,481063,bhadrak district,11229503
odisha,2022,1,96377,nuapada district,14268956
odisha,2022,1,469295,kendujhar district,38823385
odisha,2022,1,426398,mayurbhanj district,37004061
odisha,2022,1,234082,jharsuguda district,10212241
odisha,2022,1,110888,kandhamal district,16470623
odisha,2022,1,50320,deogarh district,8099241
odisha,2022,1,592346,sundargarh district,40157197
odisha,2022,1,392154,jagatsinghapur district,6174742
odisha,2022,1,317138,balangir district,28639512
odisha,2022,1,728990,baleshwar district,15519468
odisha,2022,1,564442,puri district,14364283
odisha,2022,1,125997,sonepur district,10956996
odisha,2022,1,1827307,khordha district,23177026
odisha,2022,1,77892,boudh district,8481506
odisha,2022,1,99565,gajapati district,16191101
odisha,2022,1,260324,nayagarh district,11960161
odisha,2022,1,117939,nabarangpur district,27644841
odisha,2022,1,384475,kendrapara district,10109615
odisha,2022,1,1021526,cuttack district,17817312
odisha,2022,2,211140,rayagada district,31430424
odisha,2022,2,237081,koraput district,47274564
odisha,2022,2,84884,malkangiri district,19891279
odisha,2022,2,356271,sambalpur district,25229949
odisha,2022,2,299472,kalahandi district,32115481
odisha,2022,2,440242,anugul district,19193666
odisha,2022,2,999398,ganjam district,39525025
odisha,2022,2,672209,jajapur district,14113435
odisha,2022,2,304554,bargarh district,23608819
odisha,2022,2,353317,dhenkanal district,22673681
odisha,2022,2,507695,bhadrak district,11401607
odisha,2022,2,101852,nuapada district,15706025
odisha,2022,2,496154,kendujhar district,42781421
odisha,2022,2,451049,mayurbhanj district,41951412
odisha,2022,2,247348,jharsuguda district,10509895
odisha,2022,2,117216,kandhamal district,18747026
odisha,2022,2,53242,deogarh district,9142000
odisha,2022,2,625606,sundargarh district,44748581
odisha,2022,2,414004,jagatsinghapur district,6001985
odisha,2022,2,335510,balangir district,30546407
odisha,2022,2,769737,baleshwar district,16393327
odisha,2022,2,595694,puri district,13831227
odisha,2022,2,133295,sonepur district,10960661
odisha,2022,2,1924289,khordha district,22124501
odisha,2022,2,82326,boudh district,9202348
odisha,2022,2,105268,gajapati district,18586944
odisha,2022,2,274898,nayagarh district,13931319
odisha,2022,2,124828,nabarangpur district,31033185
odisha,2022,2,406125,kendrapara district,10419790
odisha,2022,2,1077286,cuttack district,17235109
odisha,2022,3,222586,rayagada district,33945163
odisha,2022,3,249470,koraput district,53647667
odisha,2022,3,89362,malkangiri district,23837496
odisha,2022,3,375127,sambalpur district,27943716
odisha,2022,3,315775,kalahandi district,40099719
odisha,2022,3,464296,anugul district,19729655
odisha,2022,3,1054407,ganjam district,38860922
odisha,2022,3,709685,jajapur district,13224455
odisha,2022,3,320560,bargarh district,27614270
odisha,2022,3,372560,dhenkanal district,23712251
odisha,2022,3,535581,bhadrak district,9788610
odisha,2022,3,107220,nuapada district,19020938
odisha,2022,3,523219,kendujhar district,43193575
odisha,2022,3,475312,mayurbhanj district,45099249
odisha,2022,3,260834,jharsuguda district,11635221
odisha,2022,3,123544,kandhamal district,20408655
odisha,2022,3,55962,deogarh district,8639893
odisha,2022,3,658859,sundargarh district,49671724
odisha,2022,3,436498,jagatsinghapur district,5968654
odisha,2022,3,353484,balangir district,39157906
odisha,2022,3,812109,baleshwar district,15492753
odisha,2022,3,627710,puri district,12891436
odisha,2022,3,140448,sonepur district,12360126
odisha,2022,3,2025108,khordha district,20626170
odisha,2022,3,86776,boudh district,11356098
odisha,2022,3,111136,gajapati district,18699712
odisha,2022,3,290094,nayagarh district,14922946
odisha,2022,3,131269,nabarangpur district,36138099
odisha,2022,3,428410,kendrapara district,10854747
odisha,2022,3,1135881,cuttack district,16934098
odisha,2022,4,233250,rayagada district,14316175
odisha,2022,4,260639,koraput district,16992431
odisha,2022,4,93093,malkangiri district,6342406
odisha,2022,4,392612,sambalpur district,21257755
odisha,2022,4,330196,kalahandi district,18366255
odisha,2022,4,486514,anugul district,22286387
odisha,2022,4,1105095,ganjam district,51733365
odisha,2022,4,743948,jajapur district,41705177
odisha,2022,4,334060,bargarh district,16393602
odisha,2022,4,389751,dhenkanal district,18946953
odisha,2022,4,560896,bhadrak district,26309764
odisha,2022,4,111771,nuapada district,6654100
odisha,2022,4,547019,kendujhar district,28270009
odisha,2022,4,495920,mayurbhanj district,22223760
odisha,2022,4,273411,jharsuguda district,15959473
odisha,2022,4,129217,kandhamal district,5092507
odisha,2022,4,58213,deogarh district,2499036
odisha,2022,4,689753,sundargarh district,36013906
odisha,2022,4,457355,jagatsinghapur district,21518826
odisha,2022,4,369088,balangir district,18504795
odisha,2022,4,850800,baleshwar district,38032263
odisha,2022,4,657668,puri district,32735944
odisha,2022,4,146518,sonepur district,6082316
odisha,2022,4,2124474,khordha district,121676587
odisha,2022,4,90477,boudh district,3930821
odisha,2022,4,116235,gajapati district,6529748
odisha,2022,4,303718,nayagarh district,12978384
odisha,2022,4,136384,nabarangpur district,9757473
odisha,2022,4,448239,kendrapara district,22329029
odisha,2022,4,1190925,cuttack district,60660007
odisha,2023,1,244361,rayagada district,41877308
odisha,2023,1,272545,koraput district,76368959
odisha,2023,1,97476,malkangiri district,33570173
odisha,2023,1,410880,sambalpur district,34949887
odisha,2023,1,346059,kalahandi district,52355760
odisha,2023,1,509422,anugul district,26034792
odisha,2023,1,1156695,ganjam district,48949213
odisha,2023,1,779435,jajapur district,14136512
odisha,2023,1,349731,bargarh district,32727699
odisha,2023,1,408554,dhenkanal district,32611252
odisha,2023,1,587089,bhadrak district,10221519
odisha,2023,1,116868,nuapada district,27717325
odisha,2023,1,573097,kendujhar district,56965598
odisha,2023,1,519691,mayurbhanj district,62295715
odisha,2023,1,286528,jharsuguda district,14203446
odisha,2023,1,135276,kandhamal district,26810679
odisha,2023,1,60935,deogarh district,13180411
odisha,2023,1,721849,sundargarh district,65121077
odisha,2023,1,478526,jagatsinghapur district,7618009
odisha,2023,1,386539,balangir district,45307557
odisha,2023,1,890218,baleshwar district,17216027
odisha,2023,1,687988,puri district,16373208
odisha,2023,1,153663,sonepur district,17078413
odisha,2023,1,2220922,khordha district,21174048
odisha,2023,1,94733,boudh district,14508664
odisha,2023,1,121770,gajapati district,25202832
odisha,2023,1,317861,nayagarh district,14302029
odisha,2023,1,142795,nabarangpur district,54308662
odisha,2023,1,469483,kendrapara district,10361321
odisha,2023,1,1246094,cuttack district,15939538
odisha,2023,2,255351,rayagada district,45924966
odisha,2023,2,284656,koraput district,79604370
odisha,2023,2,102207,malkangiri district,34648451
odisha,2023,2,428364,sambalpur district,28891094
odisha,2023,2,362348,kalahandi district,53565366
odisha,2023,2,531744,anugul district,28623488
odisha,2023,2,1206180,ganjam district,50277700
odisha,2023,2,812448,jajapur district,16119391
odisha,2023,2,365839,bargarh district,30351267
odisha,2023,2,426807,dhenkanal district,34708000
odisha,2023,2,612055,bhadrak district,10411492
odisha,2023,2,122535,nuapada district,25734882
odisha,2023,2,598879,kendujhar district,50839178
odisha,2023,2,544278,mayurbhanj district,60545972
odisha,2023,2,298784,jharsuguda district,13488327
odisha,2023,2,141530,kandhamal district,27111324
odisha,2023,2,63936,deogarh district,12027190
odisha,2023,2,752827,sundargarh district,63031631
odisha,2023,2,498811,jagatsinghapur district,8373184
odisha,2023,2,404297,balangir district,47903145
odisha,2023,2,928537,baleshwar district,16606784
odisha,2023,2,716985,puri district,15127178
odisha,2023,2,160775,sonepur district,14353933
odisha,2023,2,2305026,khordha district,17260945
odisha,2023,2,99233,boudh district,17947634
odisha,2023,2,127250,gajapati district,24501529
odisha,2023,2,331761,nayagarh district,14169514
odisha,2023,2,149899,nabarangpur district,49295614
odisha,2023,2,489599,kendrapara district,11413659
odisha,2023,2,1297120,cuttack district,15592723
odisha,2023,3,266420,rayagada district,53618607
odisha,2023,3,296920,koraput district,90358852
odisha,2023,3,106928,malkangiri district,38184730
odisha,2023,3,446108,sambalpur district,29609358
odisha,2023,3,378083,kalahandi district,66392328
odisha,2023,3,554273,anugul district,27502722
odisha,2023,3,1256950,ganjam district,42958203
odisha,2023,3,845882,jajapur district,13530785
odisha,2023,3,381349,bargarh district,31726477
odisha,2023,3,444835,dhenkanal district,24902851
odisha,2023,3,637667,bhadrak district,9140582
odisha,2023,3,128118,nuapada district,25641846
odisha,2023,3,624670,kendujhar district,55330402
odisha,2023,3,568108,mayurbhanj district,69695447
odisha,2023,3,311323,jharsuguda district,15964323
odisha,2023,3,147796,kandhamal district,46295194
odisha,2023,3,66771,deogarh district,14158506
odisha,2023,3,783750,sundargarh district,75926768
odisha,2023,3,519617,jagatsinghapur district,5392680
odisha,2023,3,421788,balangir district,65574122
odisha,2023,3,967259,baleshwar district,12842467
odisha,2023,3,746565,puri district,11675120
odisha,2023,3,167785,sonepur district,15023017
odisha,2023,3,2395932,khordha district,19631346
odisha,2023,3,103662,boudh district,16833234
odisha,2023,3,132903,gajapati district,26306500
odisha,2023,3,345910,nayagarh district,18566125
odisha,2023,3,156943,nabarangpur district,58455767
odisha,2023,3,510157,kendrapara district,4874109
odisha,2023,3,1349987,cuttack district,16117583
puducherry,2018,1,3628,karaikal district,0
puducherry,2018,1,42117,puducherry district,0
puducherry,2018,1,2500,yanam district,0
puducherry,2018,1,1073,mahe district,0
puducherry,2018,2,5393,karaikal district,0
puducherry,2018,2,55513,puducherry district,0
puducherry,2018,2,3232,yanam district,0
puducherry,2018,2,1442,mahe district,0
puducherry,2018,3,7174,karaikal district,0
puducherry,2018,3,68634,puducherry district,0
puducherry,2018,3,3926,yanam district,0
puducherry,2018,3,1812,mahe district,0
puducherry,2018,4,9578,karaikal district,0
puducherry,2018,4,92629,puducherry district,0
puducherry,2018,4,4901,yanam district,0
puducherry,2018,4,2386,mahe district,0
puducherry,2019,1,11549,karaikal district,0
puducherry,2019,1,112798,puducherry district,0
puducherry,2019,1,5814,yanam district,0
puducherry,2019,1,2898,mahe district,0
puducherry,2019,2,13827,karaikal district,45356
puducherry,2019,2,132703,puducherry district,566583
puducherry,2019,2,6485,yanam district,39930
puducherry,2019,2,3443,mahe district,10063
puducherry,2019,3,15875,karaikal district,175756
puducherry,2019,3,150642,puducherry district,2105679
puducherry,2019,3,7342,yanam district,158152
puducherry,2019,3,4009,mahe district,37335
puducherry,2019,4,18134,karaikal district,230172
puducherry,2019,4,173175,puducherry district,2763947
puducherry,2019,4,8287,yanam district,220025
puducherry,2019,4,4696,mahe district,48978
puducherry,2020,1,20775,karaikal district,261910
puducherry,2020,1,195398,puducherry district,3223716
puducherry,2020,1,9266,yanam district,278779
puducherry,2020,1,5469,mahe district,56538
puducherry,2020,2,23612,karaikal district,239666
puducherry,2020,2,215429,puducherry district,2472371
puducherry,2020,2,10164,yanam district,283991
puducherry,2020,2,6395,mahe district,61580
puducherry,2020,3,26910,karaikal district,303955
puducherry,2020,3,239707,puducherry district,3437500
puducherry,2020,3,11054,yanam district,396823
puducherry,2020,3,7502,mahe district,83881
puducherry,2020,4,30982,karaikal district,444319
puducherry,2020,4,267946,puducherry district,5242950
puducherry,2020,4,12131,yanam district,565602
puducherry,2020,4,8567,mahe district,124265
puducherry,2021,1,33876,karaikal district,582052
puducherry,2021,1,290107,puducherry district,6568964
puducherry,2021,1,13005,yanam district,612423
puducherry,2021,1,9291,mahe district,151068
puducherry,2021,2,36328,karaikal district,493882
puducherry,2021,2,309892,puducherry district,4103659
puducherry,2021,2,13854,yanam district,479412
puducherry,2021,2,9887,mahe district,101963
puducherry,2021,3,39011,karaikal district,657821
puducherry,2021,3,332193,puducherry district,5490447
puducherry,2021,3,14823,yanam district,611578
puducherry,2021,3,10582,mahe district,139746
puducherry,2021,4,41695,karaikal district,1155805
puducherry,2021,4,354425,puducherry district,11785427
puducherry,2021,4,15809,yanam district,1029025
puducherry,2021,4,11238,mahe district,287311
puducherry,2022,1,44201,karaikal district,667015
puducherry,2022,1,375238,puducherry district,2813406
puducherry,2022,1,16747,yanam district,383417
puducherry,2022,1,11865,mahe district,74819
puducherry,2022,2,46573,karaikal district,782743
puducherry,2022,2,394977,puducherry district,2718826
puducherry,2022,2,17644,yanam district,253293
puducherry,2022,2,12469,mahe district,75428
puducherry,2022,3,49034,karaikal district,1156331
puducherry,2022,3,415847,puducherry district,2728263
puducherry,2022,3,18606,yanam district,212475
puducherry,2022,3,13083,mahe district,89842
puducherry,2022,4,51364,karaikal district,2116333
puducherry,2022,4,436067,puducherry district,20318650
puducherry,2022,4,19579,yanam district,1250177
puducherry,2022,4,13639,mahe district,459024
puducherry,2023,1,53685,karaikal district,847974
puducherry,2023,1,455449,puducherry district,2294926
puducherry,2023,1,20481,yanam district,289219
puducherry,2023,1,14204,mahe district,66310
puducherry,2023,2,55776,karaikal district,1345030
puducherry,2023,2,472714,puducherry district,2135001
puducherry,2023,2,21261,yanam district,267732
puducherry,2023,2,14680,mahe district,69278
puducherry,2023,3,58040,karaikal district,1920778
puducherry,2023,3,491130,puducherry district,2287761
puducherry,2023,3,22161,yanam district,86641
puducherry,2023,3,15219,mahe district,358513
punjab,2018,1,7519,shahid bhagat singh nagar district,0
punjab,2018,1,44823,fazilka district,0
punjab,2018,1,12242,barnala district,0
punjab,2018,1,20521,mansa district,0
punjab,2018,1,168625,ludhiana district,0
punjab,2018,1,21239,sri muktsar sahib district,0
punjab,2018,1,66507,patiala district,0
punjab,2018,1,20420,pathankot district,0
punjab,2018,1,14764,fatehgarh sahib district,0
punjab,2018,1,17004,rupnagar district,0
punjab,2018,1,11244,tarn taran district,0
punjab,2018,1,121113,sas nagar district,0
punjab,2018,1,37485,sangrur district,0
