States,Years,Quarter,Transaction_Type,Transaction_Amount,Transaction_Count
uttar-pradesh,2020,2,Recharge & bill payments,14668026056.368128,42229417
uttar-pradesh,2020,2,Peer-to-peer payments,150079524408.8693,39434202
uttar-pradesh,2020,2,Merchant payments,13655151082.574724,18625913
uttar-pradesh,2020,2,Financial Services,131930242.90371712,150360
uttar-pradesh,2020,2,Others,209384339.5723213,412073
uttar-pradesh,2020,3,Peer-to-peer payments,207530912756.73047,54449911
uttar-pradesh,2020,3,Recharge & bill payments,16437365640.853413,37465163
uttar-pradesh,2020,3,Merchant payments,24224433240.836243,34697942
uttar-pradesh,2020,3,Financial Services,194129227.54374278,206210
uttar-pradesh,2020,3,Others,303114557.0989778,586033
uttar-pradesh,2020,4,Peer-to-peer payments,294401153346.76337,75433782
uttar-pradesh,2020,4,Merchant payments,44438824680.670944,61922138
uttar-pradesh,2020,4,Recharge & bill payments,17793973968.761925,39570153
uttar-pradesh,2020,4,Financial Services,255803306.13741985,246868
uttar-pradesh,2020,4,Others,539071475.9342327,994576
uttar-pradesh,2021,1,Peer-to-peer payments,321609613378.6789,85539321
uttar-pradesh,2021,1,Merchant payments,55362244381.43686,78873969
uttar-pradesh,2021,1,Recharge & bill payments,18563189222.328217,38981894
uttar-pradesh,2021,1,Financial Services,266104783.7449573,250656
uttar-pradesh,2021,1,Others,486435811.3771204,853707
uttar-pradesh,2021,2,Peer-to-peer payments,388761820128.4563,102927942
uttar-pradesh,2021,2,Merchant payments,70351401159.78787,84860582
uttar-pradesh,2021,2,Recharge & bill payments,22266927128.75408,53030710
uttar-pradesh,2021,2,Financial Services,266853066.82962543,270944
uttar-pradesh,2021,2,Others,525487682.5584012,858953
uttar-pradesh,2021,3,Peer-to-peer payments,440726915882.17084,127945827
uttar-pradesh,2021,3,Merchant payments,91089049637.02377,126699830
uttar-pradesh,2021,3,Recharge & bill payments,24348150109.635994,50414232
uttar-pradesh,2021,3,Financial Services,292009129.0296748,253418
uttar-pradesh,2021,3,Others,624716522.0745409,1230077
uttar-pradesh,2021,4,Merchant payments,142889329646.05463,183966052
uttar-pradesh,2021,4,Peer-to-peer payments,600973581946.6772,167503176
uttar-pradesh,2021,4,Recharge & bill payments,28812549097.65689,52863531
uttar-pradesh,2021,4,Financial Services,386356976.48969895,353219
uttar-pradesh,2021,4,Others,829152405.3448995,1471954
uttar-pradesh,2022,1,Merchant payments,165543931419.27045,221556930
uttar-pradesh,2022,1,Peer-to-peer payments,684758883172.6667,195592648
uttar-pradesh,2022,1,Recharge & bill payments,31683813998.386055,54873261
uttar-pradesh,2022,1,Financial Services,386218170.5981607,358499
uttar-pradesh,2022,1,Others,750327356.10464,1571908
uttar-pradesh,2022,2,Merchant payments,216176289528.43256,298721048
uttar-pradesh,2022,2,Peer-to-peer payments,812579156783.274,232444860
uttar-pradesh,2022,2,Recharge & bill payments,37867966758.88997,62659780
uttar-pradesh,2022,2,Financial Services,285646084.3258523,268349
uttar-pradesh,2022,2,Others,606123265.0864555,1204739
uttar-pradesh,2022,3,Merchant payments,232005905549.1372,361972506
uttar-pradesh,2022,3,Peer-to-peer payments,844564255684.5037,267205027
uttar-pradesh,2022,3,Recharge & bill payments,43854148172.58542,72984811
uttar-pradesh,2022,3,Financial Services,344330142.1388885,367887
uttar-pradesh,2022,3,Others,601411350.4106325,1058841
uttar-pradesh,2022,4,Merchant payments,296781967366.6535,439247166
uttar-pradesh,2022,4,Peer-to-peer payments,1030345562935.8824,317613698
uttar-pradesh,2022,4,Recharge & bill payments,48159073834.94295,78025017
uttar-pradesh,2022,4,Financial Services,430212917.27641135,418329
uttar-pradesh,2022,4,Others,661985014.756895,1064861
uttar-pradesh,2023,1,Merchant payments,323614616766.0,520911142
uttar-pradesh,2023,1,Peer-to-peer payments,1246010023301.0,383752815
uttar-pradesh,2023,1,Recharge & bill payments,66101414555.0,96225086
uttar-pradesh,2023,1,Financial Services,483872123.0,486982
uttar-pradesh,2023,1,Others,726338627.0,1181697
uttar-pradesh,2023,2,Merchant payments,372223301627.0,653469610
uttar-pradesh,2023,2,Peer-to-peer payments,1389827653278.0,446787898
uttar-pradesh,2023,2,Recharge & bill payments,73352450074.0,109571801
uttar-pradesh,2023,2,Financial Services,562369291.0,506431
uttar-pradesh,2023,2,Others,656302256.0,1074842
uttar-pradesh,2023,3,Merchant payments,389288397238.0,754249074
uttar-pradesh,2023,3,Peer-to-peer payments,1394085756434.0,488395790
uttar-pradesh,2023,3,Recharge & bill payments,76981859735.0,110408404
uttar-pradesh,2023,3,Financial Services,798613229.0,624941
uttar-pradesh,2023,3,Others,593735370.0,944257
uttarakhand,2018,1,Recharge & bill payments,124377517.3349145,730428
uttarakhand,2018,1,Peer-to-peer payments,1296603346.334598,399545
uttarakhand,2018,1,Merchant payments,39372913.10424411,35382
uttarakhand,2018,1,Financial Services,5637758.5563494945,27761
uttarakhand,2018,1,Others,42553823.19378027,53569
uttarakhand,2018,2,Recharge & bill payments,193802092.8234874,946332
uttarakhand,2018,2,Peer-to-peer payments,2358941864.7682114,620490
uttarakhand,2018,2,Merchant payments,66946005.75890133,60494
uttarakhand,2018,2,Financial Services,7913276.778501136,29919
uttarakhand,2018,2,Others,52152138.42194019,46887
uttarakhand,2018,3,Peer-to-peer payments,3356030294.930648,1049725
uttarakhand,2018,3,Recharge & bill payments,239244556.76646537,1004356
uttarakhand,2018,3,Merchant payments,84447374.86583523,112342
uttarakhand,2018,3,Financial Services,4334709.909645849,22792
uttarakhand,2018,3,Others,42516103.38590273,39917
uttarakhand,2018,4,Peer-to-peer payments,5072621132.343549,1556731
uttarakhand,2018,4,Recharge & bill payments,292877734.33795583,1252124
uttarakhand,2018,4,Merchant payments,228453045.85460952,289733
uttarakhand,2018,4,Financial Services,6035161.098892693,29916
uttarakhand,2018,4,Others,54285064.328889735,50257
uttarakhand,2019,1,Peer-to-peer payments,6512361464.496071,3499130
uttarakhand,2019,1,Recharge & bill payments,394631055.6931843,1590269
uttarakhand,2019,1,Merchant payments,226281078.7699414,372290
uttarakhand,2019,1,Financial Services,3951610.30495379,28784
uttarakhand,2019,1,Others,46303966.00979781,55528
uttarakhand,2019,2,Peer-to-peer payments,7752954670.580209,2383662
uttarakhand,2019,2,Recharge & bill payments,454962951.9136597,1616176
uttarakhand,2019,2,Merchant payments,323876953.4104364,721858
uttarakhand,2019,2,Financial Services,2550386.4774141517,21852
uttarakhand,2019,2,Others,54187888.53677146,69727
uttarakhand,2019,3,Peer-to-peer payments,8512622076.436331,2313544
uttarakhand,2019,3,Recharge & bill payments,683772296.9748493,2201606
uttarakhand,2019,3,Merchant payments,480794827.1193007,1121052
uttarakhand,2019,3,Financial Services,4570326.192004257,12119
uttarakhand,2019,3,Others,47272543.294839665,62155
uttarakhand,2019,4,Peer-to-peer payments,11020339546.604958,3210116
uttarakhand,2019,4,Recharge & bill payments,817728111.4576316,2547173
uttarakhand,2019,4,Merchant payments,701746516.8731368,1542944
uttarakhand,2019,4,Financial Services,3555524.3767221333,11585
uttarakhand,2019,4,Others,30336605.83833359,50298
uttarakhand,2020,1,Peer-to-peer payments,13999676596.865887,3792776
uttarakhand,2020,1,Recharge & bill payments,1028598924.445406,2990764
uttarakhand,2020,1,Merchant payments,1094245197.2356641,2289657
uttarakhand,2020,1,Financial Services,8180881.808693047,10246
uttarakhand,2020,1,Others,27378658.631921414,48341
uttarakhand,2020,2,Recharge & bill payments,1303523584.942265,3755695
uttarakhand,2020,2,Peer-to-peer payments,13572964169.690296,3656029
uttarakhand,2020,2,Merchant payments,1181497493.0283294,1587042
uttarakhand,2020,2,Financial Services,17612288.05771955,15023
uttarakhand,2020,2,Others,18590166.382408556,33981
uttarakhand,2020,3,Peer-to-peer payments,18377468807.44993,4836512
uttarakhand,2020,3,Recharge & bill payments,1509373287.697055,3751993
uttarakhand,2020,3,Merchant payments,2166776519.8536706,3164623
uttarakhand,2020,3,Financial Services,26449980.584111303,20455
uttarakhand,2020,3,Others,23442372.42176825,45352
uttarakhand,2020,4,Peer-to-peer payments,25748737002.1362,6748183
uttarakhand,2020,4,Merchant payments,4274032856.6465273,6629201
uttarakhand,2020,4,Recharge & bill payments,1697819950.5564795,4140391
uttarakhand,2020,4,Financial Services,29791064.761797357,27120
uttarakhand,2020,4,Others,42358455.00938001,68376
uttarakhand,2021,1,Merchant payments,5283142247.065777,8393767
uttarakhand,2021,1,Peer-to-peer payments,29202365442.63442,7981710
uttarakhand,2021,1,Recharge & bill payments,1727960484.030287,4146569
uttarakhand,2021,1,Financial Services,38400863.99560504,30208
uttarakhand,2021,1,Others,36320362.17233381,56148
uttarakhand,2021,2,Peer-to-peer payments,32674145244.390625,9374939
uttarakhand,2021,2,Merchant payments,6257528832.057196,9134389
uttarakhand,2021,2,Recharge & bill payments,1979824048.8157122,5388285
uttarakhand,2021,2,Financial Services,35404991.874676295,31497
uttarakhand,2021,2,Others,43914757.70001851,71322
uttarakhand,2021,3,Merchant payments,9001414756.070686,13673085
uttarakhand,2021,3,Peer-to-peer payments,39256650720.01872,11867174
uttarakhand,2021,3,Recharge & bill payments,2182554095.263321,5388011
uttarakhand,2021,3,Financial Services,38013969.98341857,27839
uttarakhand,2021,3,Others,48863242.2282843,86175
uttarakhand,2021,4,Merchant payments,13515464697.761791,19850878
uttarakhand,2021,4,Peer-to-peer payments,49969580473.07786,14819203
uttarakhand,2021,4,Recharge & bill payments,2540546090.023079,5536262
uttarakhand,2021,4,Financial Services,51212042.381750934,38764
uttarakhand,2021,4,Others,71304856.17664191,116173
uttarakhand,2022,1,Merchant payments,14585438346.473846,22595602
uttarakhand,2022,1,Peer-to-peer payments,53535521438.95823,16201632
uttarakhand,2022,1,Recharge & bill payments,2745987927.683198,5617605
uttarakhand,2022,1,Financial Services,49695999.71828518,39033
uttarakhand,2022,1,Others,62138787.2410843,106900
uttarakhand,2022,2,Merchant payments,19479185362.296963,32087670
uttarakhand,2022,2,Peer-to-peer payments,65563901300.31024,19677409
uttarakhand,2022,2,Recharge & bill payments,3174160697.8567643,6263098
uttarakhand,2022,2,Financial Services,37217548.78562989,32284
uttarakhand,2022,2,Others,58906116.08464594,106417
uttarakhand,2022,3,Merchant payments,20528059274.248493,35069444
uttarakhand,2022,3,Peer-to-peer payments,68377272372.60579,22031045
uttarakhand,2022,3,Recharge & bill payments,3633710468.801753,6765699
uttarakhand,2022,3,Financial Services,44669245.26821817,38061
uttarakhand,2022,3,Others,57548577.43879978,92270
uttarakhand,2022,4,Merchant payments,26026949674.245083,43185705
uttarakhand,2022,4,Peer-to-peer payments,85220041974.58176,27043038
uttarakhand,2022,4,Recharge & bill payments,4128624164.749209,7610775
uttarakhand,2022,4,Financial Services,55762460.39159953,44569
uttarakhand,2022,4,Others,64668557.391687945,99793
uttarakhand,2023,1,Merchant payments,24023994792.0,46150691
uttarakhand,2023,1,Peer-to-peer payments,78202343600.0,25105743
uttarakhand,2023,1,Recharge & bill payments,4828592096.0,7974874
uttarakhand,2023,1,Financial Services,56455666.0,49836
uttarakhand,2023,1,Others,68521431.0,104531
uttarakhand,2023,2,Merchant payments,30881251416.0,61652430
uttarakhand,2023,2,Peer-to-peer payments,97448517076.0,31690416
uttarakhand,2023,2,Recharge & bill payments,5608284038.0,9247601
uttarakhand,2023,2,Financial Services,66971615.0,58524
uttarakhand,2023,2,Others,67848253.0,109243
uttarakhand,2023,3,Merchant payments,30958940671.0,64872613
uttarakhand,2023,3,Peer-to-peer payments,92015204778.0,32232624
uttarakhand,2023,3,Recharge & bill payments,5630443171.0,9017620
uttarakhand,2023,3,Financial Services,101529618.0,63561
uttarakhand,2023,3,Others,56279883.0,98269
west-bengal,2018,1,Recharge & bill payments,964309485.9592385,5773831
west-bengal,2018,1,Peer-to-peer payments,8874266825.985771,4383075
west-bengal,2018,1,Financial Services,119502271.66944443,665171
west-bengal,2018,1,Merchant payments,366788699.65713125,443378
west-bengal,2018,1,Others,301111268.86863834,444770
west-bengal,2018,2,Peer-to-peer payments,15889890046.862814,8284944
west-bengal,2018,2,Recharge & bill payments,1563841173.839662,7360522
west-bengal,2018,2,Financial Services,160809685.93886387,1121570
west-bengal,2018,2,Merchant payments,715914360.819237,937608
west-bengal,2018,2,Others,298728202.7433254,377802
west-bengal,2018,3,Peer-to-peer payments,38439798815.23789,41882429
west-bengal,2018,3,Recharge & bill payments,1992473341.2750623,7596315
west-bengal,2018,3,Merchant payments,979603555.1397107,2252265
west-bengal,2018,3,Financial Services,185187032.8965006,1619524
west-bengal,2018,3,Others,246871438.6293067,354883
west-bengal,2018,4,Peer-to-peer payments,35303180047.06148,17154995
west-bengal,2018,4,Recharge & bill payments,2467741143.2258015,9425082
west-bengal,2018,4,Merchant payments,2294203496.6575317,8633569
west-bengal,2018,4,Financial Services,93755616.52283625,734796
west-bengal,2018,4,Others,330738908.23670936,565106
west-bengal,2019,1,Peer-to-peer payments,44170923881.744286,27374206
west-bengal,2019,1,Recharge & bill payments,3021107711.9021683,11659948
west-bengal,2019,1,Merchant payments,2645438308.338478,7636726
west-bengal,2019,1,Financial Services,47986448.46936697,525650
west-bengal,2019,1,Others,279216273.42549,429858
west-bengal,2019,2,Peer-to-peer payments,48394974398.37831,20285958
west-bengal,2019,2,Merchant payments,4657258459.145545,13646142
west-bengal,2019,2,Recharge & bill payments,3676123279.3800926,12129638
west-bengal,2019,2,Financial Services,45646046.98846317,421037
west-bengal,2019,2,Others,331688935.22631323,540760
west-bengal,2019,3,Merchant payments,8273187167.0788555,30804036
west-bengal,2019,3,Peer-to-peer payments,57058405341.48096,21522913
west-bengal,2019,3,Recharge & bill payments,4832486821.888576,13011501
west-bengal,2019,3,Financial Services,57054414.83597401,558653
west-bengal,2019,3,Others,319398871.5461071,547726
west-bengal,2019,4,Peer-to-peer payments,76593333397.8665,67037576
west-bengal,2019,4,Recharge & bill payments,4859794689.902503,14511711
west-bengal,2019,4,Merchant payments,6477138700.812115,14187744
west-bengal,2019,4,Financial Services,77047243.72974005,653648
west-bengal,2019,4,Others,196296222.33587587,415159
west-bengal,2020,1,Peer-to-peer payments,82770282623.80914,28457404
west-bengal,2020,1,Merchant payments,8097859088.519976,19779392
west-bengal,2020,1,Recharge & bill payments,5550815439.734788,17448908
west-bengal,2020,1,Financial Services,58280893.55150119,210068
west-bengal,2020,1,Others,176067145.3227705,354609
west-bengal,2020,2,Peer-to-peer payments,84984004330.7718,24855687
west-bengal,2020,2,Recharge & bill payments,7496845561.868595,22220012
west-bengal,2020,2,Merchant payments,7404190137.669086,10225729
west-bengal,2020,2,Financial Services,89987205.23090403,130595
west-bengal,2020,2,Others,124404641.81495729,244774
west-bengal,2020,3,Peer-to-peer payments,133120676151.84232,37556349
west-bengal,2020,3,Recharge & bill payments,8768630922.970161,22284079
west-bengal,2020,3,Merchant payments,14614394375.389553,19599024
west-bengal,2020,3,Financial Services,125973420.85650632,151996
west-bengal,2020,3,Others,183680984.08253318,363056
west-bengal,2020,4,Peer-to-peer payments,166391874596.30487,46437233
west-bengal,2020,4,Merchant payments,22241302940.832962,30077510
west-bengal,2020,4,Recharge & bill payments,10074605883.201237,23158305
west-bengal,2020,4,Financial Services,164241191.7401362,178455
west-bengal,2020,4,Others,293466753.56894124,489142
west-bengal,2021,1,Peer-to-peer payments,202240249482.85385,53869075
west-bengal,2021,1,Merchant payments,28918343691.018497,37143701
west-bengal,2021,1,Recharge & bill payments,11339665944.69124,26673733
west-bengal,2021,1,Financial Services,175445811.88444334,166727
west-bengal,2021,1,Others,263502545.07389978,400816
west-bengal,2021,2,Peer-to-peer payments,230812278789.29965,64661051
